"genes","ERR2984230","ERR2984231","ERR2984232","ERR2984233","ERR2984242","ERR2984243","ERR2984244","ERR2984245"
"MTCH1|MTCH1",224,192,182,116,351,193,104,97
"SNRPE|SNRPE",417,506,471,494,647,364,443,325
"REN|REN",52,46,36,26,181,53,113,64
"GOLT1A|GOLT1A",275,421,426,363,392,190,369,156
"SOX13|SOX13",228,193,215,169,391,185,110,115
"ETNK2|ETNK2",4271,4826,3880,4432,9058,4076,2501,2677
"PLEKHA6|PLEKHA6",631,493,427,262,1626,455,504,417
"PIK3C2B|PIK3C2B",633,343,498,262,1149,394,262,340
"MDM4|MDM4",3047,1972,1887,1457,6589,1923,2706,2654
"NFASC|NFASC",78,37,99,28,148,27,85,47
"RBBP5|RBBP5",1321,958,1101,722,2410,827,1026,1030
"DSTYK|DSTYK",230,135,183,47,427,156,204,187
"NUAK2|NUAK2",63,35,79,33,129,34,32,40
"CDK18|CDK18",2270,1552,1889,940,4680,1689,1953,1777
"MFSD4A|MFSD4A",194,114,221,157,357,376,331,384
"ELK4|ELK4",4869,3248,4396,2369,12148,3901,4865,4942
"SLC45A3|SLC45A3",519,446,342,438,1215,367,506,315
"NUCKS1|NUCKS1",868,423,726,369,1635,577,707,901
"MIR1797|MIR1797",47,44,41,50,79,43,71,42
"RAB7B|RAB7B",42,69,68,28,53,28,57,25
"MIR6602|MIR6602",38,19,30,12,80,28,58,30
"PM20D1|PM20D1",5175,2462,4254,2728,9297,4582,4534,4894
"SLC26A9|SLC26A9",4111,1663,3161,1339,3622,1876,5896,4601
"FAM72A|FAM72A",71,20,40,31,67,46,51,41
"SRGAP2|SRGAP2",496,383,416,248,1171,365,356,373
"IKBKE|IKBKE",278,211,183,153,438,220,267,162
"RASSF5|RASSF5",254,189,187,157,369,292,199,203
"DYRK3|DYRK3",291,210,216,116,463,222,213,308
"MAPKAPK2|MAPKAPK2",1993,2175,2621,1617,4973,2037,3109,2125
"EIF2D|EIF2D",1080,661,998,670,1609,798,1031,814
"C26H1orf116|C26H1orf116",1205,1249,1230,1087,2757,1556,1353,1054
"LOC107055195|LOC107055195",109,69,64,40,259,76,61,118
"LOC101748581|LOC101748581",50,20,30,11,95,65,74,76
"IL20|IL20",39,64,45,87,97,38,40,25
"PIGR|PIGR",82300,55871,92781,54290,200473,69599,78137,71094
"CD55|CD55",66,88,107,92,128,62,49,52
"CR1L|CR1L",666,331,404,307,1194,545,604,430
"CD34|CD34",14,17,23,8,40,19,4,13
"C4BPA|C4BPA",1244,823,984,688,2517,1110,1314,1406
"LOC107055194|LOC107055194",13,0,6,3,14,10,14,17
"LOC112530321|LOC112530321",32,25,17,15,95,18,35,21
"PFKFB2|PFKFB2",691,611,653,424,1615,679,750,720
"YOD1|YOD1",723,596,757,389,1401,580,603,633
"LOC419851|LOC419851",25364,28528,31083,19269,48913,19438,32075,18439
"PLXNA2|PLXNA2",97,106,106,77,240,207,293,121
"LAMB3|LAMB3",498,833,360,276,860,168,182,196
"G0S2|G0S2",8852,14870,5585,8390,9926,7590,1276,504
"TRAF3IP3|TRAF3IP3",257,172,117,174,369,232,175,126
"GUCA1A|GUCA1A",6,6,0,16,52,9,18,21
"IRF6|IRF6",850,995,841,756,1911,829,1027,634
"C26H1orf74|C26H1orf74",36,97,81,77,162,56,113,103
"C6orf132|C6orf132",1893,1687,1803,1269,5411,1938,2143,1350
"ADORA3|ADORA3",39,26,22,13,81,40,26,31
"WDR77|WDR77",292,339,494,257,632,264,195,201
"ATP5F1|ATP5F1",5222,4758,5840,5949,9329,6776,5090,5285
"FAM212B|FAM212B",46,25,28,25,67,47,14,33
"RAP1A|RAP1A",2427,1561,2416,1657,4736,2498,2400,2405
"LOC112530324|LOC112530324",15,27,23,11,30,12,26,23
"DDX20|DDX20",404,327,466,314,766,258,297,276
"LOC107055190|LOC107055190",13,110,24,10,12,81,24,20
"WNT2B|WNT2B",32,0,7,11,14,11,5,15
"PPM1J|PPM1J",321,267,308,324,576,338,321,230
"ST7L|ST7L",672,471,655,488,1334,659,821,650
"CAPZA1_1|CAPZA1",1010,735,1028,690,1695,966,823,726
"MOV10|MOV10",4171,2834,3752,2423,6864,2939,2952,2937
"RHOC|RHOC",623,453,540,469,1120,721,684,591
"SLC16A1|SLC16A1",2952,1787,2317,1812,7342,2390,4792,3539
"LRIG2|LRIG2",556,222,415,86,1565,372,397,692
"PTPN22|PTPN22",147,67,92,74,269,105,113,73
"MAGI3|MAGI3",552,346,458,219,942,316,306,374
"PHTF1|PHTF1",318,242,258,163,669,258,220,266
"BCL2L15|BCL2L15",801,851,737,1140,1367,733,791,750
"AP4B1|AP4B1",503,469,481,381,1125,440,350,418
"DCLRE1B|DCLRE1B",36,9,14,7,52,23,16,10
"HIPK1|HIPK1",1947,1431,2003,921,4170,1208,1449,1540
"OLFML3|OLFML3",22,42,28,15,48,22,25,21
"BCAS2|BCAS2",583,820,796,923,1130,689,692,570
"DENND2C|DENND2C",76,79,67,48,193,39,68,70
"BARL|BARL",428,117,331,189,865,680,724,1058
"SYCP1|SYCP1",24,0,19,20,53,16,85,41
"LOC112530325|LOC112530325",15,4,0,10,22,14,34,33
"TSHB|TSHB",41,38,15,70,141,86,243,120
"TSPAN2|TSPAN2",74,28,59,11,90,63,31,48
"NGF|NGF",18,12,22,11,44,14,27,7
"FANCE|FANCE",44,48,50,50,68,34,35,14
"LOC101747934|LOC101747934",66,55,59,63,142,64,95,91
"NRAS|NRAS",1191,947,1189,774,2583,1031,1208,1160
"CSDE1|CSDE1",10257,5847,11166,4999,21060,8029,8647,9175
"PPARD|PPARD",230,174,194,183,373,158,159,195
"DEF6|DEF6",357,241,201,247,440,253,256,159
"SCUBE3|SCUBE3",55,12,50,15,68,31,24,24
"ZNF76|ZNF76",364,302,268,180,611,227,228,270
"RPL10A|RPL10A",6774,8295,9341,9093,13457,7649,9017,8022
"TAF11|TAF11",186,245,170,243,324,213,282,226
"ANKS1A|ANKS1A",872,522,632,381,1702,633,801,647
"LOC107055188|LOC107055188",15,0,0,6,48,9,12,13
"UHRF1BP1|UHRF1BP1",834,517,467,404,1706,598,534,632
"SNRPC|SNRPC",926,996,801,989,1571,833,849,783
"SPDEF|SPDEF",17,12,105,18,29,75,27,22
"C26H6orf106|C26H6orf106",6495,6140,7612,5129,16929,6686,8593,7018
"PACSIN1|PACSIN1",1195,686,1100,652,2373,779,629,596
"LOC100858737|LOC100858737",70,84,86,64,115,99,96,74
"HMGA1|HMGA1",95,94,109,64,174,140,103,81
"RPS10|RPS10",9993,15796,12702,15361,20029,11836,14143,10294
"IP6K3|IP6K3",46,61,39,39,125,18,26,34
"ITPR3|ITPR3",846,472,777,413,1758,474,429,554
"C26H6ORF125|C26H6ORF125",343,491,401,557,545,355,344,321
"BAK1|BAK1",680,818,882,638,1409,788,646,584
"LOC107055182|LOC107055182",152,187,120,179,333,141,232,86
"TREM-B1|TREM-B1",37,16,21,10,31,13,26,29
"TREM-B2|TREM-B2",114,36,44,34,150,86,63,113
"OARD1|OARD1",797,484,492,651,1525,691,936,836
"NFYA|NFYA",716,539,615,391,1555,724,1155,689
"APOBEC2|APOBEC2",43,33,9,12,85,22,36,50
"FOXP4L|FOXP4L",300,234,257,183,453,260,387,196
"PGC|PGC",14,30,8,12,36,14,31,15
"TFEB|TFEB",414,287,297,255,749,300,319,266
"FRS3|FRS3",824,772,570,530,2308,572,1150,724
"USP49|USP49",167,127,104,92,314,112,181,148
"PRICKLE4|PRICKLE4",527,413,462,420,849,525,509,323
"TOMM6|TOMM6",736,1240,983,1204,1455,942,1028,826
"MED20|MED20",432,433,575,476,1075,421,474,443
"BYSL|BYSL",594,828,746,737,1067,473,402,300
"CCND3|CCND3",368,321,297,312,626,490,513,447
"TAF8|TAF8",407,320,393,250,870,369,402,415
"LOC107055172|LOC107055172",62,78,59,122,82,65,136,31
"FMOD|FMOD",18,13,10,11,25,18,24,7
"BTG2|BTG2",3654,4080,3214,3235,7012,3170,3102,3003
"PRELP|PRELP",19,14,52,19,27,42,15,0
"ATP2B4|ATP2B4",500,219,260,146,711,378,370,285
"LOC107055168|LOC107055168",28,11,9,35,11,5,22,5
"LOC112530338|LOC112530338",15,34,12,24,50,26,26,23
"CLN3|CLN3",219,197,296,189,530,270,277,183
"LOC112530326|LOC112530326",238,114,164,42,709,221,184,221
"LOC112530336|LOC112530336",41,23,46,8,75,21,76,40
"LOC112530337|LOC112530337",29,6,32,8,24,18,18,11
"GPKOW|GPKOW",120,46,87,72,171,97,93,78
"INO80E|INO80E",109,80,126,84,172,76,127,92
"PAGR1|PAGR1",30,69,85,87,140,40,35,25
"CHIA-M31|CHIA-M31",1437,615,1639,1936,6276,1425,2485,679
"CHIA|CHIA",41928,45362,47766,78523,189462,47185,104256,32348
"LOC768786|LOC768786",6435,4892,7059,9011,26317,6624,12553,5118
"LOC107050692|LOC107050692",47,19,38,13,129,30,25,45
"QPRT|QPRT",2014,2082,2553,2183,4216,995,1593,846
"FLNA|FLNA",35,14,41,11,53,27,0,14
"SMC1A|SMC1A",178,62,140,33,245,60,72,64
"GTSF1|GTSF1",201,92,101,243,373,188,286,78
"GOSR2|GOSR2",1462,910,1589,939,2493,918,1036,934
"NSF|NSF",1025,560,1082,405,1694,658,849,884
"CCDC43|CCDC43",355,371,413,334,688,273,354,353
"DBF4B|DBF4B",16,52,34,56,104,39,28,33
"GJC1|GJC1",42,61,123,28,111,68,75,37
"LOC107049117|LOC107049117",209,193,21,283,517,267,399,140
"LOC101748259|LOC101748259",549,360,336,323,671,449,465,355
"LOC107051050|LOC107051050",1375,573,1283,246,3137,726,609,646
"LOC107055210|LOC107055210",38,32,3,45,74,35,24,21
"LOC107057545|LOC107057545",180,168,14,194,438,223,353,85
"LOC101751094|LOC101751094",12,15,0,15,39,23,22,3
"DAD1|DAD1",2646,2898,3741,3411,4919,2520,2487,1888
"ERR2984230.24562|LOC101747602",20,37,24,20,52,28,37,18
"EFTUD2|EFTUD2",1141,748,1170,692,2552,962,762,788
"KIF18B|KIF18B",28,20,12,12,30,16,24,16
"DCAKD|DCAKD",58,63,44,83,139,41,84,90
"PLCD3|PLCD3",82,97,54,85,233,85,102,77
"NMT1|NMT1",884,700,954,720,1472,624,545,539
"ACBD4|ACBD4",780,491,640,517,1911,1079,857,647
"MYLKSML|MYLKSML",306,398,346,384,603,243,251,209
"MAP3K14|MAP3K14",682,384,548,298,1295,493,569,376
"FMNL1|FMNL1",401,161,271,140,530,320,199,212
"MYO1D|MYO1D",1893,1286,2058,951,4318,1608,1450,1392
"FZD2|FZD2",122,167,118,139,329,102,67,61
"PSMD11|PSMD11",1868,1332,1899,1228,3519,1338,1330,1019
"ITGA2B|ITGA2B",46,19,56,33,75,54,31,26
"FAM171A2|FAM171A2",15,0,15,0,25,7,6,13
"GRN|GRN",931,1052,1071,911,1984,1985,999,920
"ARHGAP27|ARHGAP27",175,99,124,105,200,141,105,102
"TMEM98|TMEM98",3870,4170,4446,3099,7292,2047,3183,2297
"PLEKHM1|PLEKHM1",492,414,438,313,950,485,564,418
"CD79B|CD79B",66,36,29,38,36,73,28,24
"SCN4A|SCN4A",3274,2033,1639,2093,5563,3172,3232,1866
"PSMC5|PSMC5",1727,1911,2045,2192,3308,1689,1408,1211
"CRHR1|CRHR1",34,13,9,4,76,24,19,19
"ITGB3|ITGB3",107,59,56,41,176,97,65,68
"METTL2A|METTL2A",193,191,333,294,480,173,301,244
"MRC2|MRC2",902,953,929,162,1928,1160,349,334
"LOC101750687|LOC101750687",212,425,252,104,264,287,114,66
"ACE|ACE",9,9,13,0,18,23,0,14
"TANC2|TANC2",30,15,15,0,45,28,18,25
"FTSJ3|FTSJ3",692,718,959,730,1281,469,407,452
"DCAF7|DCAF7",507,434,474,291,1059,401,304,577
"MAP3K3|MAP3K3",775,375,618,271,1451,595,811,659
"LIMD2|LIMD2",118,108,85,107,135,156,112,109
"MYL4|MYL4",158,107,171,81,297,152,252,126
"STRADA|STRADA",541,644,568,617,1242,559,685,755
"DDX42|DDX42",1236,842,957,653,2541,894,1135,1078
"RNF113A|RNF113A",184,268,191,243,365,185,294,177
"LOC112530404|LOC112530404",62,23,25,6,126,34,48,74
"CCDC47|CCDC47",1421,943,1600,877,3050,1236,1540,1630
"CDC27|CDC27",1612,1053,1704,939,3421,1420,1446,1352
"KANSL1|KANSL1",758,451,748,432,1727,583,604,436
"MAPT|MAPT",205,168,131,130,435,135,187,178
"SLC25A39|SLC25A39",1409,1405,1969,1415,3076,1770,930,1065
"SLC4A1|SLC4A1",77,53,62,16,161,88,50,43
"UBTF|UBTF",1133,1001,1002,688,2180,949,727,711
"G6PC3|G6PC3",72,44,48,43,116,62,81,80
"LOC107049569|LOC107049569",129,200,92,181,190,91,150,99
"LSM12|LSM12",382,515,544,517,636,249,359,178
"TMEM101|TMEM101",201,336,231,275,407,324,289,256
"COL1A1|COL1A1",360,331,571,277,786,331,220,87
"NUR2L|NUR2L",235,103,173,139,345,216,137,140
"PDKI2|PDKI2",470,238,400,296,730,344,563,329
"ITGA3|ITGA3",482,244,390,178,923,404,434,366
"KAT7|KAT7",578,396,503,311,1197,570,552,510
"LOC107055287|LOC107055287",43,17,19,0,48,30,0,29
"FAM117A|FAM117A",257,318,247,326,578,262,254,278
"SPOP|SPOP",655,438,752,421,1637,628,688,673
"SLC35B1|SLC35B1",5274,4906,7050,5663,10552,5770,3183,2494
"LOC107055288|LOC107055288",126,203,180,174,277,109,119,86
"MPP3|MPP3",121,125,79,93,284,53,127,117
"KCNJ9|KCNJ9",17,29,21,7,61,24,24,37
"ETV4|ETV4",45,58,20,16,48,13,12,27
"RAB18L|RAB18L",493,488,450,390,903,444,473,291
"DUSP3|DUSP3",992,448,802,886,1471,1258,1033,674
"SOST|SOST",362,776,259,538,1197,286,318,580
"DHX8|DHX8",800,509,711,428,1682,660,776,785
"LOC101750197|LOC101750197",49,44,34,56,72,37,48,31
"ABI3|ABI3",496,278,287,262,916,403,609,474
"SNF8|SNF8",330,335,287,382,477,238,341,300
"UBE2Z|UBE2Z",463,240,407,253,896,393,431,490
"ATP5G1|ATP5G1",3304,4590,3618,5962,5152,2734,3848,2546
"CALCOCO2|CALCOCO2",2500,1645,2476,1524,5019,2788,2564,2724
"LOC112530346|LOC112530346",10,11,8,4,26,24,10,16
"HOXB5|HOXB5",22,9,60,9,56,59,19,22
"HOXB3|HOXB3",263,262,101,255,464,155,191,197
"HOXB4|HOXB4",69,37,62,22,107,33,58,32
"CBX1|CBX1",583,412,558,323,1192,462,532,430
"SNX11|SNX11",603,788,479,781,712,387,360,291
"NFE2L1|NFE2L1",2667,2083,1870,1703,5127,1912,2825,1951
"CDK5RAP3|CDK5RAP3",626,660,656,739,1342,551,315,345
"SP2|SP2",189,117,179,61,319,100,120,106
"PRR15L|PRR15L",463,472,465,537,658,443,448,230
"PNPO|PNPO",1191,2005,719,1122,3102,1317,950,851
"MRPL10|MRPL10",629,1008,917,1289,1314,782,752,565
"OSBPL7|OSBPL7",298,246,215,149,602,268,241,217
"TBX21|TBX21",100,111,87,94,132,168,116,82
"KPNB1|KPNB1",1748,1357,2418,1455,3943,1269,1143,1106
"LOC112530350|LOC112530350",77,119,79,97,199,80,134,37
"NPEPPS|NPEPPS",3781,2818,4013,2584,8958,3054,3637,3230
"GPR179|GPR179",109,56,205,39,396,116,83,77
"MRPL45|MRPL45",1225,1424,1540,1465,2439,876,961,862
"LOC112530348|LOC112530348",250,476,510,456,804,227,224,268
"LOC107057564|LOC107057564",215,199,176,167,417,160,162,167
"ARHGAP23|ARHGAP23",60,0,22,22,83,46,18,23
"LOC107055293|LOC107055293",37,40,33,31,112,62,58,34
"MLLT6|MLLT6",597,324,409,234,1196,548,460,539
"PSMB3|PSMB3",1119,1322,1271,1553,1877,1328,957,1054
"PIP4K2B|PIP4K2B",512,502,607,405,1330,407,577,492
"CWC25|CWC25",266,183,220,188,400,220,188,205
"LOC112530399|LOC112530399",27,41,16,23,36,16,26,14
"RPL23|RPL23",9841,13206,10904,14290,15834,9375,11143,10925
"LASP1|LASP1",2242,1594,2100,1354,4676,2018,1991,1566
"LOC101749109|LOC101749109",198,71,54,111,583,242,224,307
"PLXDC1|PLXDC1",446,337,433,283,949,604,407,403
"MED1|MED1",956,561,803,477,1730,511,757,675
"CACNB1|CACNB1",321,188,109,154,526,262,413,310
"FBXL20|FBXL20",1382,1074,880,920,2536,1514,1670,1337
"RPL19|RPL19",11655,20379,15282,20674,22356,14169,16154,11459
"PPP1R1B|PPP1R1B",50,47,40,48,97,77,80,37
"CDK12|CDK12",1219,849,1312,624,2214,718,949,785
"LOC112530403|LOC112530403",11,17,16,12,18,6,17,3
"PGAP3|PGAP3",397,399,300,420,624,363,351,261
"ERBB2|ERBB2",520,340,405,268,1258,515,498,326
"MIEN1|MIEN1",610,804,770,955,1394,786,669,528
"IKZF3|IKZF3",173,135,153,113,300,167,123,90
"LRRC3C|LRRC3C",19,20,18,18,42,37,29,26
"GSDMA|GSDMA",178,96,129,146,384,186,130,135
"ORMDL3|ORMDL3",902,762,999,645,1976,782,1155,704
"PSMD3|PSMD3",1768,1562,2196,1745,3829,1910,1657,1360
"MED24|MED24",935,733,619,645,1407,464,289,437
"THRA|THRA",462,246,347,221,1034,403,252,323
"NR1D1|NR1D1",31,40,33,13,67,30,43,22
"LOC112530344|LOC112530344",12,8,11,7,25,32,19,19
"MSL1|MSL1",546,770,504,641,1019,554,496,369
"RAPGEFL1|RAPGEFL1",676,667,500,624,1631,646,667,462
"WIPF2|WIPF2",304,297,366,245,417,272,231,161
"TOP2A|TOP2A",264,240,123,156,414,112,209,151
"RARA|RARA",2366,1539,2171,1599,2940,2321,1637,1687
"KRT19|KRT19",135,81,221,98,141,256,78,39
"KRT10|KRT10",59,20,40,44,131,69,80,59
"IGFBP4|IGFBP4",4713,6539,8184,6113,12287,12009,8451,4310
"CCR7|CCR7",59,51,33,15,54,107,42,36
"SMARCE1|SMARCE1",1190,1243,1508,1116,2309,1052,1239,1003
"JUP|JUP",807,568,561,448,1479,546,484,334
"P3H4|P3H4",120,145,156,149,281,149,296,88
"FKBP10|FKBP10",248,346,362,173,500,411,229,179
"NT5C3B|NT5C3B",1239,951,1211,1114,1843,1117,1121,856
"KLHL10|KLHL10",22,7,10,20,20,18,17,9
"KLHL11|KLHL11",923,637,576,312,1555,875,718,831
"HSPB9|HSPB9",36,31,89,25,83,47,88,56
"KAT2A|KAT2A",401,325,285,254,668,208,233,228
"DHX58|DHX58",231,240,265,186,457,293,202,154
"RAB5C|RAB5C",1695,1126,1529,1197,3106,1509,1322,1262
"GHDC|GHDC",408,308,359,305,599,461,457,336
"ACLY|ACLY",20208,21669,28012,12821,55695,14058,13683,15425
"CNP|CNP",1158,957,1414,644,1829,758,702,756
"ZNF862L|ZNF862L",14,10,21,4,24,5,8,15
"TTC25|TTC25",40,141,37,55,114,47,19,29
"DNAJC7|DNAJC7",1654,1120,1397,1128,2727,1295,1263,1230
"NKIRAS2|NKIRAS2",655,764,938,831,1528,927,871,587
"STAT5B|STAT5B",3407,2686,2748,2448,9491,3466,3420,2558
"PTRF|PTRF",1109,782,951,820,2542,861,994,923
"ATP6V0A1|ATP6V0A1",1337,901,1027,938,2104,834,999,880
"HSD17B1|HSD17B1",31,27,17,26,88,34,50,26
"NAGLU|NAGLU",485,282,388,294,898,484,430,284
"PLEKHH3|PLEKHH3",254,229,209,195,423,201,202,142
"MLX|MLX",1621,1950,1713,1707,4367,1661,1779,1667
"PSMC3IP|PSMC3IP",251,312,303,372,413,185,243,154
"FAM134C|FAM134C",1414,1053,1299,937,2798,1474,1438,1311
"TUBG1|TUBG1",497,506,505,396,912,439,408,383
"WNK4|WNK4",149,116,130,125,164,82,138,156
"COA3|COA3",112,150,203,113,211,246,144,117
"EZH1|EZH1",1761,1563,1174,1314,3547,1554,2315,1784
"RAMP2|RAMP2",1308,1311,1252,1511,2981,1079,1076,729
"VPS25|VPS25",958,1258,987,1382,1875,1076,1104,1093
"AOC3|AOC3",357,380,415,308,619,237,341,264
"CNTD1|CNTD1",14,30,15,33,37,0,17,17
"BECN1|BECN1",1905,1418,1681,1434,3274,1471,1728,1937
"PSME3|PSME3",2129,1793,2372,1679,3697,1603,1533,1628
"PTGES3L|PTGES3L",629,785,720,852,1053,619,684,506
"AARSD1|AARSD1",953,1037,994,983,1667,799,810,692
"RUNDC1|RUNDC1",1035,769,947,657,1722,815,850,742
"RPL27|RPL27",9590,13256,11262,14361,16746,11688,11151,8131
"RND2|RND2",21,18,10,14,42,12,45,16
"IFI35|IFI35",1971,1994,1856,1668,3340,1923,1618,1430
"VAT1|VAT1",4307,2505,3849,2228,11975,3659,4870,3706
"BRCA1|BRCA1",109,109,89,30,191,46,49,51
"MPP2|MPP2",189,101,102,118,220,141,174,125
"NBR1|NBR1",5030,3975,2968,2866,12886,4689,6500,6770
"LOC100859149|LOC100859149",272,158,86,112,531,178,169,353
"MVP|MVP",1080,816,1107,751,2305,1173,1198,894
"TIMM44|TIMM44",904,905,1108,756,1766,618,902,723
"HNRNPM|HNRNPM",2796,1831,2483,1810,5340,2335,2245,2529
"TMPRSS9|TMPRSS9",7,16,40,14,11,12,9,10
"LSM7|LSM7",623,379,556,355,865,463,665,539
"LMNB2|LMNB2",191,98,219,29,447,140,127,175
"RPL36|RPL36",2632,5572,4692,5633,5376,4089,4423,3407
"RANBP3|RANBP3",1368,907,1188,819,2488,1072,971,1085
"KLHL33|KLHL33",241,368,243,367,378,519,293,237
"NDUFA11|NDUFA11",376,566,491,639,592,641,483,367
"LOC107055328|LOC107055328",31,19,39,60,73,28,23,24
"GP1BA|GP1BA",3646,1519,2068,1885,6351,3260,1980,1694
"LOC112529960|LOC112529960",11,193,75,129,24,88,14,127
"MARCH2|MARCH2",323,209,213,107,731,201,337,182
"KANK3|KANK3",472,370,548,332,917,440,299,262
"RPS28|RPS28",1852,3408,2907,3233,3751,4650,3186,2430
"NDUFA7|NDUFA7",705,648,765,804,975,689,832,629
"POLE4|POLE4",305,378,221,353,425,254,275,174
"PRAM1|PRAM1",21,14,22,24,40,27,26,19
"ELAVL1|ELAVL1",2308,1766,2218,1382,4935,2021,1960,2002
"EAAT5L|EAAT5L",15,19,6,18,20,21,21,17
"MATK|MATK",312,330,258,305,598,355,268,216
"PCASP2|PCASP2",150,44,79,42,237,169,145,83
"TJP3|TJP3",645,594,430,484,1199,357,576,312
"LOC101748203|LOC101748203",11,16,0,18,18,17,28,20
"MFSD12|MFSD12",209,160,215,127,335,157,209,89
"FZR1|FZR1",614,322,565,208,1333,497,446,487
"DOHH|DOHH",482,583,762,448,1201,604,486,415
"PLPP2|PLPP2",1586,1485,1800,1514,4065,1544,2073,1603
"AES|AES",1768,1490,1813,1650,3641,1640,1640,1308
"GNA11|GNA11",710,473,775,431,1824,422,566,624
"CTSG|CTSG",69,33,91,42,34,60,10,27
"ZBTB7A|ZBTB7A",399,355,413,301,770,334,316,266
"NCLN|NCLN",1491,1100,1651,1013,3064,1320,1104,1049
"CELF5|CELF5",150,155,142,137,397,136,162,93
"HSD11B1L|HSD11B1L",174,77,121,98,234,133,112,125
"SAFB2|SAFB2",1795,1286,1502,1274,4134,1299,1284,1516
"SUB1L1|SUB1L1",152,245,166,223,456,182,253,104
"LOC107055322|LOC107055322",92,78,27,21,72,51,56,25
"NMRK2|NMRK2",40,47,33,53,49,18,20,22
"NRTN|NRTN",53,26,29,27,162,19,43,38
"MYO1F|MYO1F",537,229,282,253,692,504,311,398
"ZAP70|ZAP70",175,139,131,76,188,144,171,102
"AMH|AMH",14,24,11,7,43,20,19,20
"OAZ1|OAZ1",14360,13776,15584,14749,28920,14454,13455,13074
"DOT1L|DOT1L",925,670,877,495,1963,507,587,759
"SF3A2|SF3A2",525,420,421,455,944,332,334,260
"PLEKHJ1|PLEKHJ1",1044,1035,1021,987,2009,789,1007,731
"MOB3A|MOB3A",385,380,498,419,806,509,446,447
"MKNK2|MKNK2",1429,1480,1301,1146,3007,1468,2169,1495
"BTBD2|BTBD2",378,359,504,284,785,414,360,282
"SCAMP4|SCAMP4",965,796,1044,723,2327,873,979,653
"LOC112530437|LOC112530437",33,96,34,115,46,15,68,25
"NR1D1_1|NR1D1",701,480,483,208,1015,325,863,477
"LOC112530435|LOC112530435",17,3,19,3,41,16,9,5
"AN1ZNF5L|AN1ZNF5L",3269,5237,5444,4442,7673,3048,2869,1981
"ATP8B3|ATP8B3",56,69,47,77,177,48,120,66
"ONECUT3|ONECUT3",166,83,91,66,270,106,145,110
"LOC112530436|LOC112530436",8,12,0,33,59,42,45,29
"TCF3|TCF3",1377,860,951,696,2960,888,1848,1739
"UQCR11|UQCR11",2754,4688,2966,5773,3874,2272,4170,2691
"MBD3|MBD3",629,407,622,309,849,476,815,374
"MEX3D|MEX3D",507,420,428,132,450,399,977,243
"UBXN6|UBXN6",452,286,416,305,952,433,442,427
"SEMA6B|SEMA6B",123,39,16,43,149,42,50,59
"SIRT6|SIRT6",348,417,364,416,685,392,475,301
"CREB3L3|CREB3L3",3010,2412,2268,2739,6853,3450,9536,4115
"SHC2|SHC2",89,182,91,98,222,88,102,94
"TPGS1|TPGS1",62,50,71,71,127,76,66,59
"LOC428335|LOC428335",1899,1725,2149,1580,4506,1698,2156,1930
"MADCAM1|MADCAM1",252,273,425,188,644,419,380,283
"CDC34|CDC34",507,468,458,463,772,441,631,359
"POLRMT|POLRMT",837,694,721,581,1493,579,500,541
"BSG|BSG",12068,7795,11975,8524,23919,10344,10711,8087
"RNF126|RNF126",635,557,616,397,1072,405,445,390
"PALM|PALM",51,48,35,28,139,48,32,37
"LOC101750583|LOC101750583",30,12,13,31,79,25,38,29
"MISP|MISP",96,57,79,71,147,110,46,79
"PLPPR3|PLPPR3",13,15,23,0,41,23,22,17
"PTBP1|PTBP1",2966,1949,3358,1594,6631,2177,1632,1710
"LOC112530463|LOC112530463",33,14,29,6,51,19,24,18
"CFD|CFD",8830,7038,8300,7972,17772,9660,7515,5352
"MED16|MED16",425,330,444,246,916,342,372,310
"WDR18|WDR18",168,121,154,56,250,171,108,95
"R3HDM4|R3HDM4",985,956,793,959,1532,782,585,711
"ARID3A|ARID3A",814,436,750,264,1497,420,421,363
"LOC101750993|LOC101750993",35,7,6,9,42,15,18,0
"ABCA7|ABCA7",19,16,15,12,41,15,12,27
"TMEM259|TMEM259",1662,1305,1943,1148,3407,1298,1380,1305
"CNN2|CNN2",114,142,189,114,271,161,128,133
"ARHGAP45|ARHGAP45",507,322,291,318,555,492,337,320
"POLR2E|POLR2E",1232,1484,1443,1466,2214,1095,1300,921
"GPX4|GPX4",6094,11380,7394,10230,14997,6996,5497,4188
"SBNO2|SBNO2",724,402,473,271,1166,474,561,494
"STK11|STK11",547,292,377,277,931,478,448,519
"CBARP|CBARP",16,8,49,15,47,20,33,12
"ATP5D|ATP5D",2751,5374,3525,4481,6455,3583,3227,1928
"LOC112530455|LOC112530455",37,102,65,94,66,70,58,22
"MIDN|MIDN",553,453,500,315,990,525,358,272
"C19orf24|C19orf24",232,374,365,386,492,404,400,230
"MUM1|MUM1",345,267,293,271,799,328,376,299
"CIRBP|CIRBP",9433,6921,4311,6001,10334,5024,5736,4836
"NDUFS7|NDUFS7",2220,2833,2622,2982,4257,2395,2422,1766
"GAMT|GAMT",3319,2755,4095,3407,7064,3190,3739,2764
"DAZAP1|DAZAP1",1476,1605,1900,1351,2636,1113,1207,1028
"RPS15|RPS15",3653,7466,4786,8197,6931,6113,5936,5452
"PCSK4|PCSK4",21,16,18,27,98,30,53,71
"GZMM|GZMM",495,818,752,755,955,682,556,558
"REEP6|REEP6",155,272,542,425,817,298,339,118
"THOP1|THOP1",3221,2474,3727,2645,7338,2731,3261,2773
