"genes","CN_2w_2","CN_2w_1","CN_4w_1","HT_3hr_1","HT_3hr_2","HT_3hr_4"
"TTL|TTL",667,2019,2214,128,52,104
"POLR1B|POLR1B",279,989,1297,2616,1178,1126
"LOC107052872|LOC107052872",142,702,493,2507,1257,1106
"CNPY3|CNPY3",562,3138,1995,7,7,0
"GNMT|GNMT",2593,14604,7273,428,243,160
"NINL|NINL",100,406,311,0,0,0
"GINS1|GINS1",15,110,44,395,154,284
"EIF4A3|EIF4A3",787,2737,3137,273,180,193
"ATL2|ATL2",884,2557,3365,1188,612,626
"GEMIN6|GEMIN6",69,454,269,733,388,298
"GALM|GALM",1001,3046,2022,1977,1036,1124
"SRSF7L|SRSF7L",315,1294,1070,123,72,53
"SRSF7|SRSF7",539,2459,2138,586,359,441
"LOC107052876|LOC107052876",0,25,16,405,357,345
"SOS1|SOS1",389,1258,1954,28,8,35
"MAP4K3|MAP4K3",603,1412,2118,72,41,24
"C20orf196|C20orf196",31,54,81,186,65,111
"CHGB|CHGB",20,40,52,1337,471,669
"MIR7464|MIR7464",0,0,0,5279,2623,3044
"THUMPD2|THUMPD2",336,1368,1426,2727,1456,1513
"GPCPD1|GPCPD1",351,887,1217,0,0,0
"TRMT6|TRMT6",107,310,455,0,0,0
"MCM8|MCM8",203,691,942,1348,890,535
"LOC100859360|LOC100859360",0,0,0,617,319,277
"CRLS1|CRLS1",514,2022,1731,443,178,270
"LIN9|LIN9",40,137,222,37,5,12
"LOC107052966|LOC107052966",0,6,9,483,193,278
"PARP1|PARP1",1577,3420,4420,12,18,5
"ACBD3|ACBD3",404,1037,1700,10,5,0
"H3F3C|H3F3C",1275,4418,4192,5,7,0
"SDE2|SDE2",624,2406,2609,0,0,0
"TMEM63A|TMEM63A",190,606,951,6,11,0
"EPHX1|EPHX1",1948,5426,6562,1,1,0
"LOC107052962|LOC107052962",0,5,7,1154,627,429
"ENAH|ENAH",733,2789,3268,15,0,8
"SRP9|SRP9",465,2153,1808,129,89,59
"CNIH3|CNIH3",0,0,0,2918,1371,1406
"LBR|LBR",1597,3908,6387,51,115,29
"WDR26|WDR26",827,1759,2993,0,0,0
"LOC107052960|LOC107052960",8,33,36,581,213,276
"CNIH4|CNIH4",145,466,436,0,0,0
"NVL|NVL",183,422,651,0,0,0
"DEGS1|DEGS1",823,1941,2147,1640,730,816
"CAPN2|CAPN2",32,70,122,17751,6263,8075
"TP53BP2|TP53BP2",399,952,1264,23,11,5
"TLR5|TLR5",44,95,171,25,8,27
"LOC107052958|LOC107052958",7,6,33,12497,6592,5446
"DISP1|DISP1",101,359,516,39,17,37
"BROX|BROX",251,834,1374,72,37,30
"AIDA|AIDA",129,512,620,3950,1275,1333
"HHIPL2|HHIPL2",9,23,29,135,66,100
"TAF1A|TAF1A",69,284,368,103,69,77
"DUSP10|DUSP10",64,179,394,0,0,0
"HLX|HLX",10,24,36,292,114,113
"MIA3|MIA3",941,2543,4707,2322,1039,1346
"MARC1|MARC1",6348,20576,20880,7452,2789,2141
"MARK1|MARK1",778,1703,3030,645,365,395
"BPNT1|BPNT1",515,1556,1713,3387,1966,2042
"IARS2|IARS2",368,1362,1717,18334,8978,9250
"EPRS|EPRS",1654,4371,6647,67,92,43
"SLC30A10|SLC30A10",1290,3267,4088,13060,7901,7143
"LYPLAL1|LYPLAL1",147,597,488,1,1,1
"TGFB2|TGFB2",16,25,35,166,65,53
"SPATA17|SPATA17",0,0,0,370,86,176
"GPATCH2|GPATCH2",74,222,379,10837,5337,5216
"KCTD3|KCTD3",187,511,471,0,0,0
"KCNK2|KCNK2",0,0,0,582,232,244
"LOC101750502|LOC101750502",28,81,58,1206,581,652
"LOC421356|LOC421356",4,7,8,99,65,36
"PTPN14|PTPN14",44,161,360,0,0,0
"SMYD2|SMYD2",65,234,247,10528,5691,3067
"LOC112532088|LOC112532088",17,47,39,2835,932,918
"ANGEL2|ANGEL2",122,389,552,1373,474,474
"VASH2|VASH2",37,195,205,652,392,240
"RPS6KC1|RPS6KC1",103,363,505,380,219,73
"PROX1|PROX1",1753,4733,5477,2568,1911,1043
"LOC112532094|LOC112532094",18,20,27,3616,1761,1580
"BATF3|BATF3",58,116,243,305,58,149
"TATDN3|TATDN3",114,499,438,0,0,0
"NSL1|NSL1",138,555,596,3752,1784,1595
"ATF3|ATF3",34,117,189,4596,1666,2176
"MIR1649|MIR1649",0,0,0,832,486,412
"MIR1649",0,0,0,336,157,115
"TMEM206|TMEM206",236,691,731,3867,1677,1343
"NENF|NENF",378,1226,1346,1209,559,606
"DTL|DTL",13,28,12,634,267,305
"INTS7|INTS7",134,393,482,2371,1118,1136
"PPP2R5A|PPP2R5A",1356,2577,3500,2750,947,1033
"LOC112532077|LOC112532077",177,204,315,9,7,5
"LOC112532192|LOC112532192",18,13,26,3047,1287,1547
"MIR6640|MIR6640",6,11,27,1581,863,934
"LOC107052945|LOC107052945",303,1797,1801,57,66,27
"LPGAT1|LPGAT1",1395,3739,4857,116,39,75
"NEK2|NEK2",20,31,32,0,0,0
"RD3|RD3",92,248,236,95,29,23
"TRAF5|TRAF5",51,119,365,497,249,308
"LOC107052944|LOC107052944",0,0,0,1322,485,639
"RCOR3|RCOR3",107,339,379,2866,1531,1759
"SERTAD4|SERTAD4",7,12,13,266,111,123
"SYT14|SYT14",14,31,58,0,0,0
"DIEXF|DIEXF",203,601,682,7,5,5
"MRPS10|MRPS10",160,419,393,6556,3388,3375
"LOC107052943|LOC107052943",0,0,0,3287,1424,1434
"HHAT|HHAT",21,55,61,1360,505,619
"TRERF1|TRERF1",123,365,567,8365,3992,4496
"LOC112532056|LOC112532056",1,3,1,4311,2001,2331
"UBR2|UBR2",397,757,1561,1986,804,808
"LOC107052938|LOC107052938",12,7,21,9585,3993,4716
"LOC112532068|LOC112532068",25,63,95,3845,1522,1880
"LOC107052939|LOC107052939",71,13,145,32,35,23
"PKDCCA|PKDCCA",207,838,774,629,269,226
"EML4|EML4",311,643,1117,911,402,285
"LOC107052937|LOC107052937",0,0,0,722,418,373
"COX7A2L|COX7A2L",570,2279,2097,3579,2120,1684
"MTA3|MTA3",106,278,286,108,91,79
"LOC107052935|LOC107052935",11,14,17,2276,1028,907
"HAAO|HAAO",2182,6361,6847,238,92,196
"LOC101749926|LOC101749926",48,102,113,0,0,0
"LOC107052934|LOC107052934",53,85,140,772,307,390
"ZFP36L2|ZFP36L2",529,942,1404,403,170,229
"PLEKHH2|PLEKHH2",42,66,142,6553,1809,2233
"THADA|THADA",96,303,526,1858,859,949
"LOC107052931|LOC107052931",16,50,66,634,299,236
"ABCG8|ABCG8",372,748,1601,340,196,132
"ABCG5|ABCG5",273,587,1153,57,39,23
"LOC101750546|LOC101750546",0,0,0,5022,2118,1830
"LRPPRC|LRPPRC",1151,3344,4679,35833,16260,20455
"PPM1B|PPM1B",1520,4775,5339,5025,3091,6995
"LOC107052928|LOC107052928",0,0,0,2608,1196,1311
"CAMKMT|CAMKMT",89,143,184,2240,826,983
"SRBD1|SRBD1",145,305,427,2525,849,1031
"LOC107052922|LOC107052922",12,57,30,8313,3072,3514
"LOC112532080|LOC112532080",1,1,1,6005,2414,2656
"SOCS5|SOCS5",67,213,333,401,411,383
"PIGF|PIGF",85,217,221,0,0,0
"CRIPT|CRIPT",379,746,1210,0,0,0
"EPAS1|EPAS1",19100,46816,78631,340,137,125
"MCFD2|MCFD2",3942,12780,14272,35,24,27
"LOC107052919|LOC107052919",0,0,0,73,45,84
"LOC421415|LOC421415",18,80,154,512,145,195
"CALM2|CALM2",1239,3122,5207,107,21,23
"LOC107052968|LOC107052968",0,0,0,827,421,379
"PPP1CB|PPP1CB",260,442,1255,242,175,116
"BRE|BRE",795,1949,2592,376,142,148
"RBKS|RBKS",295,1322,1417,51,27,14
"MRPL33|MRPL33",346,1736,1177,8477,2700,3876
"SUPT7L|SUPT7L",277,671,997,664,342,418
"LOC421419|LOC421419",1609,7535,5127,685,247,253
"LRFN2|LRFN2",0,0,0,236,79,81
"LOC107052917|LOC107052917",0,0,0,95,104,52
"LOC101748090|LOC101748090",14,17,34,830,479,338
"DAAM2|DAAM2",221,413,557,512,201,231
"MOCS1|MOCS1",3636,10255,12565,727,339,288
"SAYSD1|SAYSD1",122,317,313,133,173,41
"LOC107052913|LOC107052913",0,0,0,2363,1036,1031
"DNAH8|DNAH8",0,0,0,6280,3283,2890
"GLO1|GLO1",739,2218,2478,746,364,178
"LOC107052910|LOC107052910",0,0,0,318,225,212
"ZFAND3|ZFAND3",424,1205,1906,182,136,138
"NFKBIE|NFKBIE",16,52,106,0,0,0
"CCDC167|CCDC167",375,1866,1441,639,470,249
"CMTR1|CMTR1",301,473,1310,1877,963,681
"SLC35B2|SLC35B2",215,919,959,9217,4360,3554
"RNF8|RNF8",137,530,712,21,4,11
"TCTE1|TCTE1",0,8,11,39,16,10
"HSP90AB1|HSP90AB1",159,735,581,14,16,12
"SPTBB4L|SPTBB4L",54,178,327,73,29,12
"MIR4732",0,0,0,63,26,21
"MIR4732|MIR4732",1,1,2,801,301,408
"CAPN11|CAPN11",409,1030,1962,1,1,2
"LOC112532104|LOC112532104",4,3,0,695,346,258
"LOC101750125|LOC101750125",15,60,22,1,2,1
"LOC107052902|LOC107052902",19,29,61,1872,755,1105
"VEGFA|VEGFA",307,764,1160,1474,584,743
"RSPH9|RSPH9",21,72,93,26,16,0
"MRPS18A|MRPS18A",495,1825,1266,78,48,83
"GTPBP2|GTPBP2",139,370,671,20,27,35
"POLH|POLH",227,1011,1034,1041,618,893
"EPHX1L|EPHX1L",4996,16690,16515,17,8,12
"MAD2L1BP|MAD2L1BP",17,55,40,1237,547,565
"XPO5|XPO5",642,2391,3276,0,0,0
"TJAP1|TJAP1",149,497,587,3194,1479,1456
"POLR1C|POLR1C",229,1093,979,339,123,167
"YIPF3|YIPF3",873,3607,3517,30,8,19
"ABCC10|ABCC10",190,498,501,0,0,0
"FAM98A|FAM98A",458,1600,1796,5930,5927,3617
"MIR456",0,0,0,315,117,198
"TTC27|TTC27",182,811,965,107,50,39
"LTBP1|LTBP1",147,407,631,178,64,103
"LOC107052898|LOC107052898",0,11,13,494,172,207
"RASGRP3|RASGRP3",38,72,222,62,46,60
"CDC42EP3|CDC42EP3",31,84,144,2420,999,1187
"YIPF4|YIPF4",630,1474,2113,49,23,35
"LOC112532172|LOC112532172",0,0,0,1795,1150,1833
"BIRC6|BIRC6",1044,1864,4190,28,10,12
"CYP1B1|CYP1B1",47,70,138,5830,1920,2576
"RMDN2|RMDN2",659,1679,1764,517,239,295
"EIF2AK2|EIF2AK2",284,704,1396,8672,3039,4040
"GPATCH11|GPATCH11",102,253,386,1138,442,822
"NANP|NANP",270,939,1501,3747,948,1906
"HEATR5B|HEATR5B",129,273,650,302,72,124
"FEZ2|FEZ2",68,190,261,48,30,51
"STRN|STRN",295,591,1262,612,327,327
"CRIM1|CRIM1",70,109,299,25,17,9
"SULT6B1|SULT6B1",7,32,25,453,217,173
"NDUFAF7|NDUFAF7",315,1171,915,54,19,32
"LOC107052889|LOC107052889",40,290,139,1,5,1
"CEBPZ|CEBPZ",307,1026,1329,440,168,130
"SLC30A6|SLC30A6",165,547,667,101079,37574,40265
"QPCT|QPCT",942,2518,3287,1139,296,249
"DPY30|DPY30",87,425,399,39,11,20
"SPAST|SPAST",287,682,825,111,70,45
"MEMO1|MEMO1",411,1778,1659,24155,13002,10634
"TFB2M|TFB2M",194,522,562,0,0,0
"CNST|CNST",202,474,897,6759,3349,3070
"LOC107052887|LOC107052887",17,21,13,1518,731,700
"EFCAB2|EFCAB2",0,17,17,91,84,67
"AHCTF1|AHCTF1",434,1172,2218,0,0,0
"MIR1717",0,0,0,4281,1790,1868
"KIF28P|KIF28P",6,23,26,36,17,24
"SCCPDH|SCCPDH",4740,13339,13878,2705,1052,1530
"KIF26B|KIF26B",0,15,15,1086,752,674
"SMYD3|SMYD3",33,143,140,9684,3745,3473
"COX20|COX20",210,816,874,555,276,281
"HNRNPU|HNRNPU",1586,4408,5874,1338,575,734
"ADSS|ADSS",105,304,491,111,75,76
"DESI2|DESI2",231,765,983,11,14,0
"LOC107052981|LOC107052981",12,26,39,1371,463,576
"ZBTB18|ZBTB18",121,299,476,32,14,31
"CEP170|CEP170",65,111,288,17823,6531,8289
"LOC107052979|LOC107052979",0,0,0,70,19,47
"AKT3|AKT3",11,20,49,4624,1635,1739
"SDCCAG8|SDCCAG8",27,143,150,25,5,7
"LOC421502|LOC421502",6,13,13,537,393,258
"PIGM|PIGM",36,103,89,10,0,6
"EXO1|EXO1",6,9,14,5056,2363,2159
"LOC421506|LOC421506",125,459,377,866,257,400
"PLD5|PLD5",55,213,359,42,13,43
"LOC112532110|LOC112532110",66,363,391,1334,798,891
"GREM2|GREM2",35,46,86,1808,562,535
"LOC107053055|LOC107053055",0,0,0,872,395,392
"RGS7|RGS7",0,0,0,1067,486,545
"MIR135B|MIR135B",0,0,0,90,77,25
"MIR135B",0,0,0,1128,429,384
"ACTN2|ACTN2",52,238,198,338,208,274
"MTR|MTR",2078,5278,6387,327,104,131
"EDARADD|EDARADD",39,384,333,12,22,6
"LOC112532178|LOC112532178",0,0,0,238,163,83
"GPR137B|GPR137B",64,89,250,0,0,0
"HEATR1|HEATR1",377,1198,1765,2323,1045,713
"ERO1B|ERO1B",702,3178,4247,0,0,0
"NID1|NID1",97,396,360,0,0,0
"LOC112532059|LOC112532059",36,70,64,4,0,2
"LYST|LYST",324,778,1511,1653,821,758
"GGPS1|GGPS1",168,496,773,21,7,8
"B3GALNT2|B3GALNT2",170,630,695,50,30,31
"TBCE|TBCE",135,512,574,58,37,168
"ARID4B|ARID4B",336,798,1189,1734,609,559
"LOC421515|LOC421515",15,65,130,0,0,0
"TOMM20|TOMM20",1164,4577,4057,99,64,47
"LOC112532239|LOC112532239",10,3,15,1785,885,854
"LOC101748561|LOC101748561",16,0,10,800,407,401
"IRF2BP2|IRF2BP2",636,1159,1546,29065,11680,10062
"COA6|COA6",108,538,466,83,28,15
"TARBP1|TARBP1",232,618,950,1065,493,408
"LOC107053051|LOC107053051",1566,1441,3090,4072,1181,1317
"SLC35F3|SLC35F3",32,24,44,87,69,58
"KCNK1|KCNK1",956,2200,3193,842,377,352
"MAP3K21|MAP3K21",128,450,558,4241,2184,2016
"PCNX2|PCNX2",17,55,112,0,0,0
"LOC112532226|LOC112532226",0,0,0,739,262,277
"NTPCR|NTPCR",91,357,235,739,268,299
"MAP10|MAP10",41,114,85,2805,992,1483
"TSNAX|TSNAX",163,618,783,0,0,0
"EGLN1|EGLN1",287,656,1158,0,0,0
"LOC107053048|LOC107053048",4,4,3,956,372,370
"SPRTN|SPRTN",260,867,1081,214,98,102
"RHOU|RHOU",998,4301,4324,708,413,235
"LOC112532190|LOC112532190",9,16,16,5419,1706,2709
"CCSAP|CCSAP",42,186,338,3607,1404,1540
"ACTA1|ACTA1",28,14,18,195,184,104
"NUP133|NUP133",210,490,682,3723,1274,1367
"ABCB10|ABCB10",197,513,700,402,126,111
"GALNT2|GALNT2",207,439,899,1679,759,697
"LOC101750503|LOC101750503",0,19,20,499,229,296
"TAF5L|TAF5L",279,1297,1329,824,273,340
"COG2|COG2",177,588,887,1782,752,822
"C3H1ORF198|C3H1ORF198",67,149,292,396,201,217
"TTC13|TTC13",143,511,831,5,6,0
"ARV1|ARV1",101,457,497,400,137,197
"FAM89A|FAM89A",86,335,261,9,0,10
"C3H1ORF131|C3H1ORF131",240,988,666,30,15,6
"GNPAT|GNPAT",766,2455,2977,940,418,534
"PDCD2|PDCD2",122,594,532,1297,435,949
"TBP|TBP",199,584,732,4800,123,4702
"PSMB1|PSMB1",966,4524,3601,164,156,116
"FAM120B|FAM120B",204,451,799,1382,553,768
"DLL1|DLL1",180,505,893,972,475,459
"LOC107053044|LOC107053044",95,433,356,1258,615,529
"TCTE3|TCTE3",14,55,60,449,293,307
"WDR27|WDR27",0,0,0,2089,707,601
"THBS2|THBS2",33,20,34,13,29,14
"PHF10|PHF10",171,595,784,11,14,11
"C3H6orf120|C3H6orf120",311,1330,1331,234,142,121
"LOC107053041|LOC107053041",6,20,58,2530,843,1043
"LOC112532176|LOC112532176",29,128,126,1,1,0
"SMOC2|SMOC2",96,214,271,0,0,0
"LOC107049109|LOC107049109",5,30,46,25,25,34
"LOC112532200|LOC112532200",3,11,19,23108,10505,8507
"LOC100857421|LOC100857421",43,163,191,15,13,5
"SULT6B1L|SULT6B1L",7857,21533,22045,802,545,391
"FRMD1|FRMD1",22,80,186,802,536,392
"LOC107053039|LOC107053039",6,22,44,8185,3319,3779
"TCP10|TCP10",0,0,0,1165,522,463
"CCR6|CCR6",15,11,28,32,12,13
"AFDN|AFDN",385,1000,1602,0,0,0
"FGFR1OP|FGFR1OP",60,219,326,596,415,196
"RNASET2|RNASET2",440,648,1683,577,208,267
"MPC1|MPC1",1797,12458,8011,355,153,180
"T|T",10,19,55,0,0,0
"SFT2D1|SFT2D1",427,1705,1625,0,0,0
"LOC112532147|LOC112532147",0,0,0,356,105,181
"PDE10A|PDE10A",11,25,38,63,23,24
"LOC112532091|LOC112532091",41,108,175,218,110,126
"QKI|QKI",1303,2911,4226,315,117,199
"SULT|SULT",59357,168716,186553,0,0,0
"DACT2|DACT2",13,11,18,24,37,22
"MAP3K4|MAP3K4",169,421,713,407,208,201
"LOC112532090|LOC112532090",6,5,3,171,107,101
"PACRG|PACRG",40,89,133,27,16,28
"AGPAT4|AGPAT4",457,1447,1610,15,26,8
"PLGL|PLGL",3497,7988,10119,0,0,0
"SLC22A2|SLC22A2",71,129,184,8243,4216,6146
"MRPL18|MRPL18",324,1408,1000,7809,3959,4350
"LOC421584|LOC421584",1123,2895,2696,1401,608,731
"LOC107053026|LOC107053026",90,275,210,291,133,112
"IGF2R|IGF2R",909,1824,4052,5043,2432,2188
"PLG|PLG",27575,67838,99039,1063,395,189
"WTAP|WTAP",558,1881,2231,6,4,4
"TCP1|TCP1",1473,6668,6511,2009,670,812
"ACAT2|ACAT2",2688,8997,7082,109,75,88
"SF3B5|SF3B5",138,579,286,1130,411,457
"SOD2|SOD2",1066,3904,3504,466,176,216
"FNDC1|FNDC1",24,44,64,1616,794,902
"EPM2A|EPM2A",42,130,173,355,143,262
"FBXO30|FBXO30",337,598,1045,8636,4201,3497
"UTRN|UTRN",488,799,2247,9,2,6
"SHPRH|SHPRH",160,278,420,2240,1688,1227
"RAB32|RAB32",76,93,265,24,14,19
"GRM1|GRM1",0,0,0,6881,3842,7132
"STXBP5|STXBP5",273,528,1338,1136,411,669
"UST|UST",85,211,326,423,258,318
"ZC3H12D|ZC3H12D",9,12,14,35,47,9
"TAB2|TAB2",444,1155,1624,4585,1666,1851
"LOC112532084|LOC112532084",22,32,94,833,341,339
"PPIL4|PPIL4",191,525,799,71,55,63
"SASH1|SASH1",194,351,975,0,0,0
"GINM1|GINM1",521,1683,2508,245,212,193
"KATNA1|KATNA1",65,207,269,150,107,98
"TRNAG-GCC",0,0,0,685,244,364
"LATS1|LATS1",447,1160,1938,92,93,82
"PCMT1|PCMT1",304,1166,1179,1531,676,522
"IYD|IYD",1090,2961,3347,0,0,0
"AKAP12|AKAP12",43,71,97,1423,653,808
"ZBTB2|ZBTB2",273,716,1284,528,194,242
"PLEKHG1|PLEKHG1",56,43,239,4241,1174,1315
"MTHFD1L|MTHFD1L",669,1792,2575,20,8,11
"RMND1|RMND1",322,1008,907,41,11,19
"LOC107053016|LOC107053016",11,11,27,309,162,136
"ARMT1|ARMT1",351,950,1420,313,135,122
"ESR1|ESR1",212,195,515,48,62,0
"FBXO5|FBXO5",45,125,213,883,363,456
"LOC107053060|LOC107053060",0,0,0,1430,515,641
"LOC112532139|LOC112532139",0,0,0,1915,878,728
"MYCT1|MYCT1",61,84,238,586,157,179
"MTRF1L|MTRF1L",79,220,320,12,10,0
"CNKSR3|CNKSR3",155,391,697,973,409,549
"SCAF8|SCAF8",281,570,1001,736,458,544
"LOC107053015|LOC107053015",0,0,0,387,330,397
"TFB1M|TFB1M",156,413,421,820,456,495
"CLDN20|CLDN20",0,0,0,4430,1082,1986
"LOC112532150|LOC112532150",8,13,43,571,272,296
"LOC107053009|LOC107053009",0,0,0,4449,2624,2094
"TMEM242|TMEM242",324,1113,1113,1088,500,545
"ZDHHC14|ZDHHC14",84,202,432,1183,531,382
"ARID1B|ARID1B",475,1083,1870,458,182,258
"LOC112532151|LOC112532151",15,19,58,61,15,27
"LOC107053011|LOC107053011",18,7,35,515,250,244
"LOC101748959|LOC101748959",586,1028,1745,68,93,77
"SYNJ2|SYNJ2",86,194,219,1847,899,1028
"LOC112532069|LOC112532069",0,0,0,1014,518,463
"SNX9|SNX9",753,1580,2555,401,191,119
"SERAC1|SERAC1",236,625,909,44,9,21
"GTF2H5|GTF2H5",658,2344,2659,107,33,38
"TULP4|TULP4",116,318,468,42,16,18
"TAGAP|TAGAP",103,129,425,15,3,8
"TMEM181|TMEM181",911,2207,3334,62,244,81
"DYNLT1|DYNLT1",31,146,95,18,14,0
"SYTL3|SYTL3",65,114,385,9,10,6
"EZR|EZR",53,447,821,0,0,0
"PLAGL1|PLAGL1",134,357,499,10,0,6
"LTV1|LTV1",116,613,656,31,28,29
"PHACTR2|PHACTR2",318,871,1575,381,138,211
"FUCA2|FUCA2",256,490,611,2442,1230,1392
"PEX3|PEX3",308,1007,1033,112,75,54
"ADAT2|ADAT2",70,224,306,0,0,0
"HIVEP2|HIVEP2",196,409,769,9238,3881,3504
"ADGRG6|ADGRG6",109,114,521,20,28,12
"LOC107053005|LOC107053005",0,0,0,2125,1079,1107
"NMBR|NMBR",0,0,0,41,29,24
"VTA1|VTA1",242,712,1003,0,0,0
"CITED2|CITED2",16,26,22,114,35,66
"TXLNB|TXLNB",0,0,0,30929,15569,16128
"LOC107053001|LOC107053001",5,6,24,249298,104879,77438
"HECA|HECA",468,1329,2317,33,13,3
"LOC107053000|LOC107053000",7,10,27,914,367,483
"ABRACL|ABRACL",171,550,502,3,9,4
"REPS1|REPS1",156,316,680,201,193,110
"MIR7462",0,0,0,718,401,409
"MIR7462|MIR7462",0,0,0,3010,902,1278
"PERP2|PERP2",8,16,10,17510,8017,12742
"NHSL1|NHSL1",34,29,83,835,496,459
"IFNGR1|IFNGR1",203,247,1145,499,177,206
"IL22RA2|IL22RA2",117,195,133,4314,2092,2220
"SLC35D3|SLC35D3",12,13,18,5252,1809,2952
"PEX7|PEX7",103,213,304,8043,2818,2897
"IL20RA|IL20RA",2217,5342,5599,7,1,3
"MAP3K5|MAP3K5",435,1184,1809,11127,3915,3579
"MAP7|MAP7",721,2100,2498,169140,67934,77202
"LOC421690|LOC421690",4,0,6,2972,1348,1494
"MTFR2|MTFR2",15,23,44,58,69,31
"LOC112532182|LOC112532182",0,0,0,5475,2776,2674
"BCLAF1|BCLAF1",384,882,1548,436,316,236
"AHI1|AHI1",21,86,97,1575,717,810
"HBS1L|HBS1L",683,1903,3068,673,355,388
"LOC112532123|LOC112532123",18,78,182,348,202,179
"ALDH8A1|ALDH8A1",2187,6232,6146,15,21,0
"SLC2A12|SLC2A12",74,81,54,1493,637,731
"TCF21|TCF21",21,133,53,451,229,175
"TBPL1|TBPL1",133,484,493,1178,513,569
"LOC112532140|LOC112532140",34,117,259,21,12,23
"LOC107052996|LOC107052996",0,0,0,2560,1031,975
"SGK1|SGK1",1471,4517,4649,86,50,63
"SLC18B1|SLC18B1",188,409,438,3636,1907,2137
"LOC112532243|LOC112532243",0,1,1,304,137,136
"RPS12|RPS12",4021,20111,14859,0,0,0
"LOC112532241|LOC112532241",3,14,20,1777,967,1088
"ERR2984226.6508|MIR1454",1,1,1,1776,648,663
"TAAR1|TAAR1",88,177,587,0,0,0
"VNN1|VNN1",2790,5768,8981,0,0,0
"STX7|STX7",290,952,1369,6561,3295,2352
"CTGF|CTGF",133,504,305,8,0,8
"MIR6582",0,0,0,411,71,166
"MIR6582|MIR6582",1,1,3,4512,1435,1577
"ENPP1|ENPP1",290,943,1475,154,59,35
"ENPP3|ENPP3",108,111,366,1320,535,470
"LOC107052988|LOC107052988",0,0,0,1579,686,750
"EPB41L2|EPB41L2",512,1117,2018,1391,496,769
"SMLR1|SMLR1",1577,4624,4876,307,156,135
"TMEM200A|TMEM200A",41,77,140,256,78,95
"SAMD3|SAMD3",0,0,0,577,389,314
"L3MBTL3|L3MBTL3",123,273,332,0,0,0
"ARHGAP18|ARHGAP18",97,176,542,319,195,225
"MIR1660|MIR1660",0,0,0,175,108,165
"MIR1660",0,0,0,1094,349,508
"LAMA2|LAMA2",12,11,30,1346,564,587
"ECHDC1|ECHDC1",116,394,263,26,5,10
"RNF146|RNF146",147,492,677,126,53,52
"LOC112532128|LOC112532128",0,7,6,830,468,400
"RSPO3|RSPO3",21,59,53,0,0,0
"CENPW|CENPW",6,32,29,0,0,0
"PTPRK|PTPRK",370,1014,1514,2821,1075,1162
"LOC101751476|LOC101751476",0,0,0,33,16,14
"LOC107056111|LOC107056111",7,6,10,16,10,8
"HEY2|HEY2",27,114,163,78,24,17
"TRMT11|TRMT11",218,501,645,0,0,0
"LOC101751514|LOC101751514",35,395,198,1745,1030,1024
"HINT3|HINT3",205,695,867,688,243,222
"NCOA7|NCOA7",219,523,575,2703,1223,1076
"HDDC2|HDDC2",126,746,477,4158,1724,2269
"RNF217|RNF217",53,139,417,399,147,161
"SMPDL3A|SMPDL3A",1047,1736,2322,0,0,0
"FABP7|FABP7",375,632,545,1071,471,643
"PKIB|PKIB",6,19,29,3608,1809,1932
"HSF2|HSF2",90,435,532,633,302,359
"SERINC1|SERINC1",2789,7350,9912,6,10,0
"GJA1|GJA1",493,824,1841,5664,1737,2627
"TBC1D32|TBC1D32",20,56,46,133,109,79
"LOC101747613|LOC101747613",27,25,78,158,140,127
"FAM184A|FAM184A",0,12,23,433,428,113
"MCM9|MCM9",29,141,142,233,164,114
"LOC101749120|LOC101749120",0,0,0,923,349,292
"ROS1|ROS1",15,42,29,5,6,5
"MIR199B|MIR199B",0,0,0,795,355,308
"MIR199B",0,0,0,2157,887,1056
"PLN|PLN",11,11,27,1349,526,591
"MAN1A1|MAN1A1",5310,11857,20867,1663,862,880
"DCBLD1|DCBLD1",594,2912,3102,419,268,285
"GOPC|GOPC",271,703,1111,2540,1556,1557
"NUS1|NUS1",572,3199,2550,908,258,476
"FAM162B|FAM162B",0,49,34,1287,718,653
"ZUFSP|ZUFSP",85,251,323,0,0,0
"RWDD1|RWDD1",153,720,630,70,44,29
"SOT3A1L|SOT3A1L",706,2568,3556,0,0,0
"FAM26E|FAM26E",16,38,29,2652,1420,1471
"NT5DC1|NT5DC1",76,194,235,897,367,389
"COL10A1|COL10A1",66,276,500,0,0,0
"FRK|FRK",280,669,1160,0,0,0
"HDAC2|HDAC2",674,2226,2412,784,397,434
"TUBE1|TUBE1",72,191,325,122,104,40
"LOC107053088|LOC107053088",7,5,29,1311,615,805
"FYN|FYN",157,363,673,161,97,233
"TRAF3IP2|TRAF3IP2",411,1473,1677,14,4,6
"MFSD4B|MFSD4B",230,557,862,7362,4036,4990
"REV3L|REV3L",451,1174,1633,444,125,217
"LOC107053089|LOC107053089",15,20,41,1841,555,663
"SLC16A10|SLC16A10",166,201,551,3965,1435,1484
"RPF2|RPF2",215,727,817,26,21,13
"GTF3C6|GTF3C6",182,989,522,1943,886,1119
"DDO|DDO",448,1012,1113,408,160,177
"WASF1|WASF1",13,24,28,6,3,0
"PPIL6|PPIL6",0,28,16,8,15,0
"ZBTB24|ZBTB24",61,187,247,149,76,89
"FIG4|FIG4",127,253,449,4772,1673,2149
"CD164|CD164",4261,13703,17754,236,103,77
"LOC101748060|LOC101748060",22,52,69,13,7,21
